id,_img_recruit,_img_recruit_back,_img_1,_img_1_back,_img_2,_img_2_back,_img_3,_img_3_back,_img_4,img_4_back,_img_5,_img_5_back,type,subtype,size,slots,source,box,faction,cost,platoon,orders,img_recruit,img_recruit_back,img_1,img_1_back,img_2,img_2_back,img_3,img_3_back,img_4,img_4_back.1,img_5,img_5_back,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
hon-v1-army-box-us-us-command-option-artillery-x1,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,15.0,command,0.0,res/HoN-v1/army-box-us/us/command/option-artillery-x1.png,res/HoN-v1/army-box-us/us/command/option-artillery-x1.png,res/HoN-v1/army-box-us/us/command/option-artillery-x1.png,res/HoN-v1/army-box-us/us/command/option-artillery-x1.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345632051D8812916B9C39AD510499238100FD0BF33F2EFB7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345632051D8812916B9C39AD510499238100FD0BF33F2EFB7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345632051D8812916B9C39AD510499238100FD0BF33F2EFB7.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345632051D8812916B9C39AD510499238100FD0BF33F2EFB7.png"")",,,,,,,,
hon-v1-hon-core-us-command-improvisation_option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,hon-core,US,20.0,command,0.0,res/HoN-v1/hon-core/us/command/Improvisation_Option.png,res/HoN-v1/hon-core/us/command/Improvisation_Option.png,res/HoN-v1/hon-core/us/command/Improvisation_Option.png,res/HoN-v1/hon-core/us/command/Improvisation_Option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134562343375CF2AF7A12D56C32D6A60FF21412E53917F0449.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134562343375CF2AF7A12D56C32D6A60FF21412E53917F0449.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134562343375CF2AF7A12D56C32D6A60FF21412E53917F0449.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134562343375CF2AF7A12D56C32D6A60FF21412E53917F0449.png"")",,,,,,,,
hon-v1-hon-core-us-command-airstrike_x1_option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,hon-core,US,10.0,command,0.0,res/HoN-v1/hon-core/us/command/Airstrike_x1_Option.png,res/HoN-v1/hon-core/us/command/Airstrike_x1_Option.png,res/HoN-v1/hon-core/us/command/Airstrike_x1_Option.png,res/HoN-v1/hon-core/us/command/Airstrike_x1_Option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456276859D0533C715587307A732E28652F17CC16A3A5A8B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456276859D0533C715587307A732E28652F17CC16A3A5A8B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456276859D0533C715587307A732E28652F17CC16A3A5A8B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456276859D0533C715587307A732E28652F17CC16A3A5A8B.png"")",,,,,,,,
hon-v1-army-box-us-us-command-option-initiative,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,10.0,command,0.0,res/HoN-v1/army-box-us/us/command/option-initiative.png,res/HoN-v1/army-box-us/us/command/option-initiative.png,res/HoN-v1/army-box-us/us/command/option-initiative.png,res/HoN-v1/army-box-us/us/command/option-initiative.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456337903C7629568BC631DA3DE683BA3E6C688F61CE691D.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456337903C7629568BC631DA3DE683BA3E6C688F61CE691D.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456337903C7629568BC631DA3DE683BA3E6C688F61CE691D.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456337903C7629568BC631DA3DE683BA3E6C688F61CE691D.png"")",,,,,,,,
hon-v1-hon-core-us-command-planning_option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,hon-core,US,10.0,command,1.0,res/HoN-v1/hon-core/us/command/Planning_Option.png,res/HoN-v1/hon-core/us/command/Planning_Option.png,res/HoN-v1/hon-core/us/command/Planning_Option.png,res/HoN-v1/hon-core/us/command/Planning_Option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456363420632A2F4B81ECA4747C3A76E11192AEC1178694E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456363420632A2F4B81ECA4747C3A76E11192AEC1178694E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456363420632A2F4B81ECA4747C3A76E11192AEC1178694E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456363420632A2F4B81ECA4747C3A76E11192AEC1178694E.png"")",,,,,,,,
hon-v1-army-box-us-us-command-option-planning,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,10.0,command,1.0,res/HoN-v1/army-box-us/us/command/option-planning.png,res/HoN-v1/army-box-us/us/command/option-planning.png,res/HoN-v1/army-box-us/us/command/option-planning.png,res/HoN-v1/army-box-us/us/command/option-planning.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624255F0B5725E7F7FF1EE1C515A4EDDCDAFDE977A762A.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624255F0B5725E7F7FF1EE1C515A4EDDCDAFDE977A762A.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624255F0B5725E7F7FF1EE1C515A4EDDCDAFDE977A762A.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624255F0B5725E7F7FF1EE1C515A4EDDCDAFDE977A762A.png"")",,,,,,,,
hon-v1-d-day-us-us-combat-engineers-grapnel-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,d-day,US,5.0,us-combat-engineers,0.0,res/HoN-v1/d-day/us/us-combat-engineers/grapnel-option.png,res/HoN-v1/d-day/us/us-combat-engineers/grapnel-option.png,res/HoN-v1/d-day/us/us-combat-engineers/grapnel-option.png,res/HoN-v1/d-day/us/us-combat-engineers/grapnel-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345621798AC57D0CBAB2B1701233447E0071D265C11FB69CF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345621798AC57D0CBAB2B1701233447E0071D265C11FB69CF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345621798AC57D0CBAB2B1701233447E0071D265C11FB69CF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345621798AC57D0CBAB2B1701233447E0071D265C11FB69CF.png"")",,,,,,,,
hon-v1-d-day-us-us-combat-engineers-position-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,d-day,US,10.0,us-combat-engineers,0.0,res/HoN-v1/d-day/us/us-combat-engineers/position-option.png,res/HoN-v1/d-day/us/us-combat-engineers/position-option.png,res/HoN-v1/d-day/us/us-combat-engineers/position-option.png,res/HoN-v1/d-day/us/us-combat-engineers/position-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345622503ACF7306EE96623A868260837E689D1BF240B8D0F.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345622503ACF7306EE96623A868260837E689D1BF240B8D0F.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345622503ACF7306EE96623A868260837E689D1BF240B8D0F.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345622503ACF7306EE96623A868260837E689D1BF240B8D0F.png"")",,,,,,,,
hon-v1-d-day-us-us-combat-engineers-shovel-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,d-day,US,15.0,us-combat-engineers,0.0,res/HoN-v1/d-day/us/us-combat-engineers/shovel-option.png,res/HoN-v1/d-day/us/us-combat-engineers/shovel-option.png,res/HoN-v1/d-day/us/us-combat-engineers/shovel-option.png,res/HoN-v1/d-day/us/us-combat-engineers/shovel-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624717A56D47358A6B9D0F7986F5D57A61DBCDE452FD67.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624717A56D47358A6B9D0F7986F5D57A61DBCDE452FD67.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624717A56D47358A6B9D0F7986F5D57A61DBCDE452FD67.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345624717A56D47358A6B9D0F7986F5D57A61DBCDE452FD67.png"")",,,,,,,,
hon-v1-d-day-us-us-combat-engineers-explosives-m1-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,d-day,US,10.0,us-combat-engineers,0.0,res/HoN-v1/d-day/us/us-combat-engineers/explosives-m1-option.png,res/HoN-v1/d-day/us/us-combat-engineers/explosives-m1-option.png,res/HoN-v1/d-day/us/us-combat-engineers/explosives-m1-option.png,res/HoN-v1/d-day/us/us-combat-engineers/explosives-m1-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345631603E33A09B73FC38DBBC7E36E3A1DE07DF0E1242A89.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345631603E33A09B73FC38DBBC7E36E3A1DE07DF0E1242A89.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345631603E33A09B73FC38DBBC7E36E3A1DE07DF0E1242A89.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345631603E33A09B73FC38DBBC7E36E3A1DE07DF0E1242A89.png"")",,,,,,,,
hon-v1-d-day-us-us-combat-engineers-bangalore-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,d-day,US,10.0,us-combat-engineers,0.0,res/HoN-v1/d-day/us/us-combat-engineers/bangalore-option.png,res/HoN-v1/d-day/us/us-combat-engineers/bangalore-option.png,res/HoN-v1/d-day/us/us-combat-engineers/bangalore-option.png,res/HoN-v1/d-day/us/us-combat-engineers/bangalore-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456298187DEBBF9AFDBD1578E93D16CFAF24D30E3B8E8073.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456298187DEBBF9AFDBD1578E93D16CFAF24D30E3B8E8073.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456298187DEBBF9AFDBD1578E93D16CFAF24D30E3B8E8073.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456298187DEBBF9AFDBD1578E93D16CFAF24D30E3B8E8073.png"")",,,,,,,,
hon-v1-army-box-us-us-sherman-platoon-option-apc-shells,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,10.0,sherman-platoon,0.0,res/HoN-v1/army-box-us/us/sherman-platoon/option-apc-shells.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-apc-shells.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-apc-shells.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-apc-shells.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636116BD138CCB9FB9DB5C2BF8D78F41B8863A56CF195B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636116BD138CCB9FB9DB5C2BF8D78F41B8863A56CF195B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636116BD138CCB9FB9DB5C2BF8D78F41B8863A56CF195B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636116BD138CCB9FB9DB5C2BF8D78F41B8863A56CF195B.png"")",,,,,,,,
hon-v1-miller_s-rangers-us-millers-rangers-courageous-option,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,miller_s-rangers,US,10.0,millers-rangers,0.0,res/HoN-v1/miller_s-rangers/us/millers-rangers/courageous-option.png,res/HoN-v1/miller_s-rangers/us/millers-rangers/courageous-option.png,res/HoN-v1/miller_s-rangers/us/millers-rangers/courageous-option.png,res/HoN-v1/miller_s-rangers/us/millers-rangers/courageous-option.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456176966D0B206BE39596B2B4D4D09E8F6093BFD3ED247E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456176966D0B206BE39596B2B4D4D09E8F6093BFD3ED247E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456176966D0B206BE39596B2B4D4D09E8F6093BFD3ED247E.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456176966D0B206BE39596B2B4D4D09E8F6093BFD3ED247E.png"")",,,,,,,,
hon-v1-us-rangers-us-us-rangers-gears-x5,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,us-rangers,US,20.0,us-rangers,0.0,res/HoN-v1/us-rangers/us/us-rangers/gears-x5.png,res/HoN-v1/us-rangers/us/us-rangers/gears-x5.png,res/HoN-v1/us-rangers/us/us-rangers/gears-x5.png,res/HoN-v1/us-rangers/us/us-rangers/gears-x5.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456170626765508A67C6CBE3C63CFA69A0D1F7B47CCEE421.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456170626765508A67C6CBE3C63CFA69A0D1F7B47CCEE421.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456170626765508A67C6CBE3C63CFA69A0D1F7B47CCEE421.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456170626765508A67C6CBE3C63CFA69A0D1F7B47CCEE421.png"")",,,,,,,,
hon-v1-army-box-us-us-recon-platoon-option-tricky,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,5.0,recon-platoon,0.0,res/HoN-v1/army-box-us/us/recon-platoon/option-tricky.png,res/HoN-v1/army-box-us/us/recon-platoon/option-tricky.png,res/HoN-v1/army-box-us/us/recon-platoon/tricky.A.png,res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456314914A81A82681D47CDD39603CF4A6EDF6BE5E44E747.png,res/HoN-v1/army-box-us/us/recon-platoon/tricky.A.png,res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456314914A81A82681D47CDD39603CF4A6EDF6BE5E44E747.png,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456359901C4B82C3E0FA474008A9B3E136E746E32D8EF2FD.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456359901C4B82C3E0FA474008A9B3E136E746E32D8EF2FD.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345622963CD5F6D0C70D2329C3975F81742F0021F10177E4C.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456314914A81A82681D47CDD39603CF4A6EDF6BE5E44E747.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345622963CD5F6D0C70D2329C3975F81742F0021F10177E4C.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456314914A81A82681D47CDD39603CF4A6EDF6BE5E44E747.png"")",,,,,,
hon-v1-army-box-us-us-sherman-platoon-option-ace-driver,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,5.0,sherman-platoon,0.0,res/HoN-v1/army-box-us/us/sherman-platoon/option-ace-driver.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-ace-driver.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-ace-driver.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-ace-driver.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345626160BBCBBED8A7FA003DDA13448675C61CE7B0541091.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345626160BBCBBED8A7FA003DDA13448675C61CE7B0541091.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345626160BBCBBED8A7FA003DDA13448675C61CE7B0541091.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345626160BBCBBED8A7FA003DDA13448675C61CE7B0541091.png"")",,,,,,,,
hon-v1-army-box-us-us-sherman-platoon-option-he-shells,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,10.0,sherman-platoon,0.0,res/HoN-v1/army-box-us/us/sherman-platoon/option-he-shells.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-he-shells.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-he-shells.png,res/HoN-v1/army-box-us/us/sherman-platoon/option-he-shells.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636675181F7A434BA4975AC754460E4943DC3FF11B4F58.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636675181F7A434BA4975AC754460E4943DC3FF11B4F58.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636675181F7A434BA4975AC754460E4943DC3FF11B4F58.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345636675181F7A434BA4975AC754460E4943DC3FF11B4F58.png"")",,,,,,,,
hon-v1-army-box-us-us-weapon-platoon-option-trigger-happy,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,10.0,weapon-platoon,0.0,res/HoN-v1/army-box-us/us/weapon-platoon/option-trigger-happy.png,res/HoN-v1/army-box-us/us/weapon-platoon/option-trigger-happy.png,res/HoN-v1/army-box-us/us/weapon-platoon/option-trigger-happy.png,res/HoN-v1/army-box-us/us/weapon-platoon/option-trigger-happy.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345633844BEB58686C7853289427355B5280AAD3941B7BFB3.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345633844BEB58686C7853289427355B5280AAD3941B7BFB3.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345633844BEB58686C7853289427355B5280AAD3941B7BFB3.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345633844BEB58686C7853289427355B5280AAD3941B7BFB3.png"")",,,,,,,,
hon-v1-army-box-us-us-weapon-platoon-option-horn-of-plenty,,,,,,,,,,,,,gear,1,1.0,,HoN-v1,army-box-us,US,20.0,weapon-platoon,0.0,res/HoN-v1/army-box-us/us/weapon-platoon/option-horn-of-plenty.A.png,res/HoN-v1/army-box-us/us/weapon-platoon/option-horn-of-plenty.B.png,res/HoN-v1/army-box-us/us/weapon-platoon/horn-of-plenty.A.png,res/HoN-v1/army-box-us/us/weapon-platoon/horn-of-plenty.B.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134551681665D8F8C3A5BE76D92CF5373475D7D62F0CFA4B01.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134551685010111CA8C3A1422111B7D09498C72D464FF4305B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134563291296BB089537AFCDCBCDB23359310396D82929A1C4.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013456329871B20FDC72C29728BDE54A46186E167C2C9E75CEB.png"")",,,,,,,,
hon-v1-hon-core-us-extra-units-willys_50cal_option,,,,,,,,,,,,,ft-vehicle,1,1.0,,HoN-v1,hon-core,US,25.0,extra-units,0.0,res/HoN-v1/hon-core/us/Extra Units/Willys_50cal_Option.A.png,res/HoN-v1/hon-core/us/Extra Units/Willys_50cal_Option.B.png,res/HoN-v1/hon-core/us/Extra Units/Willys_50cal.A.png,res/HoN-v1/hon-core/us/Extra Units/Willys_50cal.B.png,,,,,,,,,"=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc18493020013455135423E081DCABE86EEE5014C6AEC5F7E2D3849CA61CF.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345513601AB1CFB71C5226C657A80EA40D6643344B7AC6A35.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc184930200134551341324E99EA56FA69E87F2DE4602F5E241845042CA4B.png"")","=IMAGE(""https://raw.githubusercontent.com/JHunter101/HoN-Assistant/main/res/tiles/V1-US/httpcloud3steamusercontentcomugc1849302001345513472BE6DBBD26FBA73343C574F9557FCB877A47AC9BB.png"")",,,,,,,,
